@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {happy,sad,angry,calm,fearful,neutral}

@DATA
0.058041,0.013312,2.893093,0.221473,0.219735,0.705781,0.006668,0.068700,-32.958053,1.459451,0.144002,-0.009458,-0.281827,0.239284,0.147829,0.030321,-0.047249,0.054031,-0.099796,-0.012627,-0.109479,0.007236,0.003009,0.076968,0.009058,0.009432,0.003257,0.045760,0.002688,0.010564,0.019484,0.025514,0.002634,0.033225,0.030229,0.012569,0.310099,0.060203,0.040806,0.394068,0.005651,0.059045,3.251043,0.595271,0.601579,0.433571,0.490816,0.322035,0.276988,0.260387,0.286835,0.230315,0.265285,0.269563,0.231959,0.010945,0.004811,0.069306,0.011996,0.010759,0.004480,0.033280,0.004948,0.013248,0.018094,0.021395,0.003387,0.018004,happy
0.061818,0.024276,2.962209,0.220642,0.210158,0.922261,0.013576,0.091025,-32.162241,0.804992,-0.712777,-0.397255,-0.294916,-0.322652,-0.338064,-0.249566,0.079242,0.192343,0.274873,0.148829,-0.143342,0.006645,0.008909,0.005158,0.009569,0.003579,0.004954,0.014410,0.002544,0.018377,0.018859,0.007305,0.004521,0.014792,0.036404,0.023891,0.423576,0.062444,0.031926,0.462699,0.016678,0.098332,3.082301,0.728954,0.586051,0.495223,0.401638,0.372706,0.308883,0.470646,0.325421,0.333770,0.388526,0.263741,0.238097,0.009886,0.015929,0.006381,0.017233,0.003321,0.008633,0.015997,0.002717,0.022703,0.024438,0.009183,0.005878,0.009471,happy
0.053696,0.028967,2.750302,0.233063,0.205732,0.832017,0.020534,0.098983,-32.911259,1.285593,0.105943,-0.100079,-0.265938,-0.004521,0.095877,-0.062017,-0.082614,0.021857,-0.151271,-0.022471,-0.115789,0.008165,0.004857,0.022239,0.007717,0.010013,0.003007,0.021532,0.003328,0.009266,0.022807,0.018843,0.002503,0.018330,0.036416,0.025189,0.536290,0.094512,0.055736,0.512115,0.030837,0.061586,3.675177,0.702920,0.634128,0.425873,0.377645,0.331459,0.299668,0.262887,0.293039,0.232253,0.216839,0.273913,0.276552,0.012231,0.007465,0.028505,0.010332,0.015455,0.002744,0.020214,0.005596,0.013887,0.023432,0.017475,0.003535,0.011769,happy
0.055124,0.010919,2.965041,0.239737,0.211848,0.789083,0.007721,0.070312,-34.467381,0.622039,-0.576818,-0.388017,-0.324837,-0.304852,-0.228051,-0.260525,0.096574,0.088260,0.334362,0.071696,-0.133392,0.005581,0.007640,0.009181,0.008551,0.003774,0.004785,0.012665,0.007828,0.018689,0.011614,0.004358,0.003304,0.013511,0.028032,0.011180,0.387301,0.057882,0.035437,0.435788,0.005739,0.062661,3.032083,0.641908,0.506820,0.521936,0.338979,0.295962,0.371466,0.306966,0.279565,0.304214,0.393984,0.211543,0.238408,0.006386,0.010927,0.013807,0.014230,0.003368,0.008950,0.012204,0.014528,0.017937,0.015026,0.004079,0.003795,0.009623,happy
0.057173,0.018274,3.126363,0.163062,0.184002,0.562202,0.011957,0.078367,-30.257021,1.243221,-0.276610,0.072080,-0.436745,-0.041742,0.189885,-0.079475,0.000913,-0.020775,-0.223244,-0.028224,-0.196144,0.012351,0.006479,0.018141,0.007231,0.015763,0.006321,0.031717,0.005968,0.010306,0.015680,0.016329,0.005367,0.021892,0.030717,0.018676,0.209976,0.058155,0.038415,0.406292,0.012861,0.062502,2.896789,0.769917,0.900514,0.512285,0.507642,0.343048,0.286387,0.277905,0.247443,0.244399,0.226584,0.247325,0.237590,0.015569,0.010290,0.027933,0.008936,0.016954,0.010903,0.033609,0.009269,0.014982,0.016850,0.018511,0.007319,0.013428,happy
0.068113,0.015806,2.663598,0.215674,0.196078,0.899827,0.006979,0.081378,-34.605766,0.796994,-0.334198,-0.309491,-0.360981,-0.244551,-0.319508,-0.260933,0.101098,0.144004,0.208162,0.047727,-0.115467,0.005768,0.007364,0.006956,0.008267,0.009696,0.006607,0.025112,0.002809,0.012142,0.019202,0.007502,0.006681,0.016924,0.043012,0.017491,0.478757,0.083171,0.048249,0.510735,0.005645,0.073505,4.266026,0.671697,0.511523,0.464427,0.374047,0.307302,0.355738,0.367341,0.268059,0.288651,0.399663,0.221883,0.216311,0.007142,0.013516,0.009048,0.010616,0.019715,0.009740,0.028824,0.003933,0.014386,0.025195,0.008770,0.010734,0.011379,happy
0.076240,0.011597,2.792418,0.273228,0.248005,0.958861,0.007940,0.158367,-33.808908,1.653787,0.156444,0.094271,0.024982,0.098970,0.161307,0.033991,0.049828,-0.020852,-0.124833,-0.032763,-0.069297,0.007728,0.001953,0.050062,0.008526,0.005723,0.002566,0.084259,0.000973,0.006651,0.020511,0.021760,0.002726,0.034031,0.055454,0.010329,0.357063,0.071200,0.031103,0.519886,0.006791,0.128329,2.858213,0.677366,0.600151,0.356671,0.323315,0.218422,0.299190,0.208635,0.195903,0.176802,0.233287,0.196569,0.180745,0.011342,0.003001,0.041879,0.013958,0.007400,0.002905,0.048078,0.000994,0.008725,0.020554,0.021242,0.003075,0.012342,happy
0.081100,0.015488,3.065491,0.217182,0.201900,1.137676,0.007461,0.173203,-31.759279,0.499443,-0.392087,-0.394215,-0.231696,-0.198311,-0.368175,-0.467709,0.108188,0.087497,0.280516,-0.063627,-0.158881,0.007867,0.006864,0.010336,0.007802,0.004116,0.003990,0.010426,0.005594,0.018326,0.010492,0.005263,0.003793,0.012026,0.037831,0.016561,0.302564,0.065146,0.033833,0.409024,0.005027,0.089407,2.708445,0.725732,0.500293,0.506608,0.310781,0.338254,0.399920,0.357235,0.306313,0.270248,0.407053,0.211241,0.205098,0.009044,0.012072,0.011412,0.010727,0.007387,0.006034,0.013269,0.008768,0.022030,0.011237,0.006678,0.005828,0.009039,happy
0.054305,0.015484,2.943097,0.255980,0.226019,1.145386,0.014674,0.196792,-33.612414,1.248682,0.078384,-0.147458,-0.060589,0.255446,-0.004280,0.062192,-0.138475,-0.076204,-0.189815,-0.038286,-0.137546,0.012180,0.004169,0.029159,0.006978,0.011345,0.002715,0.031109,0.002322,0.006914,0.014064,0.022274,0.002262,0.020850,0.042790,0.016549,0.296045,0.073967,0.040757,0.580446,0.029222,0.123560,3.090019,0.624263,0.623389,0.459632,0.430626,0.275240,0.246936,0.260925,0.264876,0.203116,0.213651,0.258629,0.260433,0.015437,0.006244,0.040895,0.006660,0.016713,0.002879,0.031507,0.003371,0.010471,0.011853,0.021513,0.002438,0.012839,happy
0.055185,0.016314,2.789682,0.228953,0.238870,0.479597,0.013075,0.066433,-33.763497,1.229771,0.042116,-0.160951,-0.091019,-0.147883,-0.278097,-0.108477,0.119103,0.295009,0.288527,0.118377,-0.098939,0.006178,0.006336,0.043586,0.005230,0.003256,0.006300,0.094028,0.003341,0.017425,0.010860,0.006426,0.002959,0.038509,0.044117,0.020721,0.395902,0.070011,0.039657,0.457129,0.013027,0.083836,3.510159,0.679101,0.583022,0.553739,0.314161,0.295018,0.417896,0.322491,0.375234,0.230197,0.339964,0.250648,0.210527,0.013143,0.013280,0.050108,0.009514,0.005430,0.013242,0.055546,0.006735,0.023684,0.019084,0.007818,0.005788,0.017483,happy
0.055679,0.016123,3.085621,0.190960,0.201414,0.841991,0.009978,0.110217,-30.527556,1.502387,0.036495,-0.366438,-0.118181,0.071453,-0.016721,0.108388,-0.023219,-0.144783,0.033801,-0.127954,-0.078343,0.012098,0.008161,0.014243,0.012203,0.015065,0.008407,0.020514,0.003121,0.008532,0.027820,0.023817,0.004182,0.019407,0.027318,0.012806,0.195919,0.052170,0.037445,0.443491,0.007903,0.064374,2.680160,0.734871,0.696026,0.531202,0.422058,0.242349,0.265370,0.240781,0.244293,0.241347,0.228960,0.274932,0.267634,0.013577,0.012944,0.013843,0.014845,0.018335,0.012298,0.021881,0.004615,0.012182,0.034851,0.025679,0.005742,0.011705,happy
0.080258,0.017443,3.026978,0.175933,0.192297,0.645233,0.010403,0.083225,-31.244159,0.860665,-0.163624,-0.570629,-0.663773,-0.236494,-0.112159,-0.306810,0.329297,0.133054,0.252715,0.168839,-0.198983,0.010367,0.009420,0.032637,0.006871,0.004746,0.003567,0.018741,0.001497,0.013072,0.025037,0.012306,0.007213,0.022043,0.034136,0.015732,0.352209,0.059796,0.047327,0.314568,0.005879,0.062515,2.580843,0.915428,0.674319,0.410958,0.470722,0.387787,0.334838,0.382743,0.322752,0.289777,0.346020,0.251381,0.199604,0.014430,0.016641,0.038866,0.012238,0.008575,0.006570,0.020687,0.001626,0.011245,0.031164,0.013912,0.010876,0.014958,happy
0.051653,0.014787,2.891260,0.219081,0.235855,0.501273,0.007815,0.059947,-32.833933,2.190807,0.134014,0.161456,-0.075674,0.077960,0.166503,0.012955,-0.090251,-0.036823,-0.185876,-0.003240,-0.055775,0.010610,0.002411,0.037099,0.009233,0.005485,0.002769,0.070434,0.002723,0.008775,0.023151,0.026442,0.001706,0.031763,0.045812,0.014040,0.421452,0.059425,0.033273,0.383873,0.006910,0.058876,2.920111,0.633269,0.606746,0.392785,0.439369,0.291896,0.256056,0.276215,0.220443,0.199947,0.202391,0.270683,0.223100,0.015531,0.005027,0.041805,0.011994,0.006149,0.003804,0.038247,0.005020,0.011515,0.020267,0.022985,0.002173,0.013761,happy
0.064668,0.012949,3.045739,0.215578,0.206342,0.828430,0.014243,0.089646,-33.858609,0.886975,-0.416091,-0.390422,-0.459590,-0.294850,-0.366909,-0.332666,0.034774,0.189845,0.171475,0.071575,-0.058537,0.008326,0.010754,0.006615,0.008681,0.006952,0.012887,0.024949,0.002437,0.015535,0.018382,0.006862,0.003656,0.018482,0.032833,0.015915,0.270194,0.082038,0.050866,0.472149,0.020270,0.069710,3.554488,0.585607,0.625917,0.429739,0.401532,0.298992,0.321397,0.396030,0.299377,0.291683,0.371824,0.200008,0.242013,0.013326,0.018443,0.006531,0.009845,0.007225,0.022509,0.027365,0.003088,0.018064,0.023397,0.009485,0.003980,0.011761,happy
0.057857,0.018885,2.916708,0.245346,0.230773,0.660526,0.008915,0.090154,-33.142885,1.488391,-0.083493,-0.103006,-0.159003,0.191494,0.099536,-0.014953,-0.038764,0.005860,-0.051154,-0.004713,-0.093894,0.005447,0.003297,0.046204,0.012257,0.010159,0.003964,0.084276,0.003249,0.008481,0.015833,0.012792,0.003712,0.037914,0.037704,0.018034,0.366924,0.066578,0.037220,0.487984,0.006254,0.100196,3.379199,0.629849,0.742281,0.519940,0.503410,0.345645,0.302543,0.246335,0.247445,0.257166,0.194629,0.264646,0.247953,0.009947,0.006990,0.052403,0.019023,0.014777,0.006751,0.044222,0.008682,0.011539,0.020206,0.014420,0.009263,0.014641,happy
0.066644,0.013270,2.971683,0.212790,0.189478,1.055641,0.011733,0.102650,-34.982658,0.594742,-0.420011,-0.415785,-0.363353,-0.219937,-0.275399,-0.152650,0.142335,0.126313,0.266451,0.034411,-0.103468,0.007822,0.005939,0.007662,0.005014,0.007418,0.003509,0.030441,0.003696,0.012555,0.009211,0.010819,0.007032,0.016072,0.044842,0.015864,0.340161,0.082368,0.048207,0.546491,0.027499,0.097447,3.993449,0.700145,0.655041,0.547661,0.356266,0.349836,0.310503,0.282905,0.259923,0.271502,0.324480,0.229235,0.198796,0.008043,0.010834,0.009756,0.003976,0.013212,0.004812,0.024585,0.006566,0.016338,0.011105,0.013046,0.008324,0.010123,happy
0.046390,0.008326,2.927555,0.201802,0.227661,0.435196,0.011025,0.051267,-34.347049,1.343569,0.180362,0.101625,-0.080501,0.176528,0.118667,-0.007726,0.009592,0.067202,-0.087005,-0.008132,-0.122506,0.010742,0.001652,0.034551,0.007558,0.006465,0.001389,0.122317,0.001409,0.004777,0.016013,0.017812,0.001320,0.043265,0.021041,0.011216,0.316137,0.049339,0.039393,0.310418,0.008714,0.046831,2.765014,0.659361,0.625916,0.421281,0.387659,0.292569,0.249333,0.235855,0.237142,0.217551,0.217978,0.219568,0.225419,0.014240,0.002431,0.045158,0.010654,0.010277,0.000998,0.061859,0.001842,0.005115,0.018889,0.018440,0.001493,0.020181,happy
0.068371,0.020234,2.934756,0.213172,0.207385,0.949062,0.024236,0.159689,-32.875412,1.196279,-0.241543,-0.337587,-0.438173,-0.106312,-0.401928,-0.165573,0.123950,0.170879,0.347038,0.007440,-0.049663,0.009966,0.010571,0.006334,0.005016,0.005590,0.004602,0.022417,0.002188,0.013568,0.031612,0.007567,0.004394,0.019591,0.049721,0.019568,0.439887,0.086565,0.044267,0.581380,0.043286,0.118245,3.520393,0.679698,0.600413,0.438727,0.364274,0.337603,0.384470,0.360869,0.304627,0.269324,0.348827,0.216683,0.198804,0.017218,0.018429,0.006662,0.004852,0.005224,0.007652,0.023433,0.002796,0.017865,0.037090,0.008541,0.007115,0.013433,happy
0.047161,0.015527,3.011053,0.160627,0.202147,0.370618,0.010453,0.063092,-31.607353,1.603701,-0.175231,0.241425,-0.303629,0.091210,0.350727,-0.173389,-0.110106,-0.088742,-0.025854,-0.121840,0.062294,0.006008,0.001999,0.039738,0.011031,0.013230,0.003166,0.061065,0.003830,0.012448,0.022392,0.024183,0.001820,0.033280,0.022364,0.014825,0.250646,0.042087,0.033415,0.247914,0.008642,0.044081,2.586523,0.589939,0.761533,0.465992,0.487903,0.253973,0.369803,0.311490,0.214523,0.230004,0.263049,0.291581,0.258703,0.005957,0.002755,0.043905,0.013267,0.016712,0.003809,0.041196,0.007383,0.017205,0.024557,0.024982,0.001401,0.016790,happy
0.051613,0.006790,2.973990,0.217109,0.225781,0.503700,0.007875,0.057075,-33.678474,1.627699,0.136594,0.056091,-0.243792,0.006709,0.205142,-0.042546,0.040489,-0.043980,-0.120484,-0.046653,-0.096298,0.007500,0.003562,0.033438,0.015009,0.004640,0.002300,0.097657,0.001513,0.006480,0.020609,0.018175,0.003387,0.038366,0.033611,0.007557,0.328377,0.060783,0.035556,0.379384,0.005505,0.061557,2.929350,0.784519,0.730567,0.484906,0.540982,0.338437,0.305591,0.264218,0.255679,0.193508,0.229014,0.299981,0.234865,0.010927,0.006500,0.036617,0.022986,0.004878,0.003558,0.051912,0.002631,0.008822,0.017479,0.019141,0.005176,0.016184,happy
0.044231,0.012298,2.552364,0.231287,0.191942,0.663277,0.009121,0.061875,-36.504734,0.539835,-0.340215,-0.299712,-0.268653,-0.245144,-0.305215,-0.217031,0.080888,0.204563,0.289743,0.016762,-0.053295,0.006231,0.004396,0.006511,0.007761,0.004844,0.002922,0.024958,0.003114,0.018443,0.016347,0.006184,0.003840,0.017601,0.033823,0.016897,0.457758,0.094963,0.054146,0.503434,0.008384,0.071523,3.613470,0.644853,0.714048,0.392559,0.284656,0.233857,0.325918,0.344313,0.235639,0.271828,0.372548,0.150385,0.204928,0.010453,0.009045,0.013152,0.011391,0.010413,0.003604,0.019732,0.003537,0.023041,0.022392,0.008322,0.005263,0.012041,happy
0.042701,0.035200,2.882853,0.215013,0.224060,0.665495,0.007574,0.044808,-32.520985,1.560752,-0.163161,-0.049418,-0.167429,0.135557,0.294407,-0.090055,-0.053169,-0.027081,-0.216504,-0.044163,-0.200301,0.008779,0.006551,0.026600,0.011271,0.021490,0.003345,0.019131,0.001618,0.012377,0.022932,0.025629,0.004130,0.021282,0.025878,0.027747,0.369197,0.062794,0.035978,0.344888,0.006646,0.042405,3.083560,0.625594,0.659709,0.436996,0.355310,0.271556,0.283426,0.259648,0.269301,0.253429,0.259765,0.264923,0.216065,0.012041,0.010949,0.030488,0.014642,0.024191,0.002410,0.016562,0.001780,0.018595,0.018842,0.018260,0.005301,0.009500,happy
0.072063,0.033583,2.813591,0.246143,0.223378,0.878508,0.007998,0.088135,-32.610871,0.879673,-0.491255,-0.268514,-0.272204,-0.392521,-0.141258,-0.359770,0.277883,0.214731,0.304003,0.018668,-0.146723,0.009062,0.012001,0.018988,0.004060,0.004811,0.004243,0.017525,0.002353,0.015098,0.023184,0.009678,0.005626,0.018975,0.049350,0.029206,0.389845,0.076380,0.032817,0.483515,0.007780,0.092471,4.253077,0.709819,0.679465,0.466956,0.376335,0.454101,0.292705,0.454867,0.331183,0.245705,0.413666,0.224451,0.223089,0.012963,0.020508,0.021616,0.004344,0.006716,0.008607,0.017691,0.002536,0.020243,0.022757,0.012111,0.007381,0.012652,happy
0.045637,0.016020,2.838276,0.193832,0.223565,0.405432,0.007318,0.059785,-31.667927,1.768367,0.066161,0.226037,-0.192461,0.223633,0.216383,0.022383,-0.122526,0.069014,-0.164383,0.007083,-0.086085,0.007131,0.001780,0.094973,0.008755,0.011676,0.001907,0.070507,0.002536,0.008041,0.015955,0.028759,0.001050,0.042167,0.026043,0.013349,0.373384,0.045363,0.030854,0.311431,0.006533,0.056078,2.402316,0.620142,0.648409,0.359300,0.441461,0.272358,0.303018,0.241570,0.293073,0.219508,0.248557,0.244470,0.251831,0.009870,0.003305,0.065610,0.010820,0.015803,0.001960,0.035937,0.005220,0.009840,0.015315,0.023880,0.001182,0.016500,happy
0.051588,0.017116,2.890185,0.174573,0.180801,0.666311,0.011929,0.080758,-33.141828,0.904320,-0.771230,-0.424480,-0.371877,-0.353458,-0.316088,-0.208086,0.137325,0.219557,0.250347,0.090723,-0.125076,0.009425,0.008286,0.006122,0.007137,0.003011,0.003389,0.023715,0.003024,0.015560,0.025846,0.007009,0.004919,0.020159,0.037562,0.016974,0.334579,0.075198,0.049213,0.528039,0.012640,0.085169,2.996630,0.801550,0.562903,0.506142,0.346156,0.334989,0.384383,0.409488,0.275110,0.313619,0.414723,0.196653,0.213585,0.017487,0.015257,0.010002,0.012850,0.004046,0.006620,0.021530,0.004175,0.021804,0.036467,0.012419,0.009682,0.016136,happy
0.036443,0.027063,2.988538,0.245237,0.222013,0.649854,0.031725,0.057733,-34.701979,1.232248,0.167500,0.031774,-0.117520,0.127726,0.161246,-0.043937,-0.041248,0.036970,-0.134291,-0.030700,-0.100173,0.008619,0.004496,0.020503,0.007158,0.007148,0.003312,0.063595,0.001212,0.009902,0.012344,0.014577,0.001952,0.029047,0.031811,0.023096,0.513888,0.078579,0.049592,0.359172,0.054421,0.066973,3.404187,0.634441,0.579507,0.368876,0.402542,0.303801,0.336134,0.270612,0.275399,0.235369,0.172769,0.285840,0.250359,0.015068,0.007830,0.029260,0.011601,0.014096,0.004672,0.032626,0.001689,0.015662,0.017415,0.016543,0.003020,0.014008,happy
0.059807,0.018150,2.799081,0.234782,0.201535,0.879435,0.009637,0.079322,-33.887914,0.730060,-0.649771,-0.401991,-0.307769,-0.354464,-0.296614,-0.238507,0.141115,0.107903,0.307628,0.094905,-0.132024,0.004088,0.010673,0.006467,0.007579,0.003562,0.004219,0.012106,0.002979,0.014229,0.010706,0.005243,0.004109,0.011243,0.037715,0.021528,0.451662,0.087182,0.047967,0.537951,0.009615,0.080338,3.609350,0.722613,0.610618,0.480476,0.277567,0.296984,0.354909,0.401755,0.258460,0.233662,0.405896,0.191015,0.216099,0.004140,0.018922,0.007184,0.010906,0.004262,0.007650,0.014786,0.004432,0.014534,0.012763,0.007294,0.005288,0.008592,happy
0.058604,0.014491,3.085130,0.184055,0.196665,0.577022,0.013326,0.073950,-31.394365,1.403469,-0.132013,0.111729,-0.277051,0.092495,0.216046,-0.040049,0.002447,-0.000497,-0.205564,-0.074076,-0.165466,0.009972,0.005486,0.016316,0.006754,0.011746,0.004331,0.051870,0.002106,0.013323,0.012750,0.017679,0.005308,0.025198,0.048568,0.014424,0.303521,0.047231,0.029075,0.368532,0.012589,0.079454,2.807600,0.654232,0.705937,0.496714,0.461486,0.345885,0.267876,0.293781,0.279096,0.228957,0.222756,0.272717,0.196504,0.015954,0.011564,0.024350,0.008246,0.017667,0.005406,0.046975,0.002494,0.021480,0.014684,0.019805,0.010440,0.015372,happy
0.081167,0.016048,2.807127,0.221354,0.193567,0.873288,0.007323,0.089850,-35.228271,0.543583,-0.422544,-0.346237,-0.349062,-0.238856,-0.338200,-0.228332,0.138324,0.177465,0.312466,0.021200,-0.156770,0.006373,0.009271,0.006733,0.007638,0.004818,0.004818,0.024771,0.003503,0.011695,0.013434,0.006465,0.006008,0.015379,0.057770,0.015619,0.365657,0.088494,0.055198,0.497452,0.005446,0.079567,4.041387,0.730690,0.560285,0.505800,0.367247,0.344638,0.314343,0.438307,0.308161,0.250513,0.444522,0.204491,0.207102,0.007868,0.017198,0.008312,0.015317,0.005621,0.008947,0.022911,0.004819,0.015225,0.018411,0.009834,0.010931,0.010501,happy
0.059748,0.019005,2.956765,0.216898,0.224695,0.568578,0.009898,0.119508,-31.413471,2.098548,0.152339,0.084028,-0.064084,0.285699,0.172871,-0.050393,0.043434,-0.062384,-0.158723,-0.036450,-0.071212,0.013141,0.003509,0.038290,0.011558,0.007152,0.001951,0.070051,0.001553,0.006218,0.028788,0.023242,0.003382,0.033628,0.041166,0.014059,0.274587,0.066575,0.036177,0.384335,0.007909,0.103278,2.435024,0.600229,0.678742,0.489180,0.473514,0.270137,0.232143,0.302368,0.238432,0.186962,0.263213,0.240538,0.245788,0.019252,0.005277,0.038069,0.014630,0.010569,0.002172,0.037827,0.002469,0.007777,0.027202,0.017405,0.005895,0.014598,happy
0.088823,0.013530,3.121414,0.222698,0.202289,1.170774,0.008208,0.179905,-32.327831,0.275422,-0.434913,-0.376098,-0.314673,-0.118887,-0.426021,-0.437559,0.115960,0.063708,0.330395,-0.026645,-0.170495,0.006138,0.007538,0.009049,0.009759,0.004161,0.004833,0.010820,0.003180,0.009620,0.013875,0.005391,0.003125,0.011393,0.042185,0.012134,0.212593,0.063618,0.035530,0.432779,0.005645,0.093318,2.587063,0.784847,0.569429,0.482542,0.400283,0.351415,0.335685,0.407134,0.281677,0.323167,0.425134,0.193379,0.177859,0.008235,0.011686,0.011960,0.013068,0.005640,0.009235,0.013316,0.005256,0.011399,0.014507,0.007649,0.004290,0.007411,happy
0.022497,0.008373,3.062144,0.144613,0.197850,0.189992,0.024030,0.030414,-32.978963,1.729287,0.193705,-0.079497,0.056416,0.319146,0.034223,0.081639,-0.110950,-0.008689,-0.123353,-0.019484,-0.122011,0.007366,0.004604,0.030778,0.007966,0.004154,0.001335,0.133306,0.002452,0.006327,0.007551,0.011298,0.001453,0.043178,0.024414,0.008482,0.253470,0.062560,0.053955,0.189248,0.027943,0.035084,3.195364,0.637111,0.491049,0.462147,0.438437,0.278540,0.252285,0.186970,0.244672,0.176803,0.174283,0.222402,0.256532,0.011353,0.008030,0.036580,0.014067,0.006433,0.001264,0.066824,0.004618,0.008360,0.009194,0.014781,0.002871,0.016744,happy
0.059393,0.011969,2.802134,0.223894,0.236101,0.378564,0.014402,0.074575,-33.866157,1.337929,-0.146735,-0.183850,-0.136382,-0.171437,-0.329705,-0.136481,0.091805,0.299017,0.342731,0.127434,-0.122813,0.007038,0.010910,0.047643,0.004417,0.001890,0.003447,0.085875,0.001946,0.020074,0.008749,0.005709,0.006150,0.038723,0.052599,0.013961,0.422767,0.072820,0.041414,0.360781,0.013585,0.088869,3.569492,0.751060,0.589291,0.516814,0.313008,0.242635,0.303410,0.447395,0.313013,0.194731,0.393267,0.190256,0.203399,0.013082,0.021998,0.054938,0.008725,0.002750,0.006762,0.051819,0.003157,0.028560,0.012630,0.008841,0.013361,0.018344,happy
0.061494,0.012600,3.067653,0.202687,0.211400,0.818836,0.009021,0.095220,-31.351568,1.474482,0.131925,-0.376994,-0.169842,0.045211,-0.067376,0.073200,-0.031646,-0.087173,-0.076264,-0.119809,-0.048085,0.015253,0.004264,0.015648,0.014934,0.012903,0.006906,0.034821,0.001581,0.006886,0.021376,0.024319,0.006242,0.021816,0.033075,0.011511,0.255787,0.054575,0.035670,0.375166,0.007014,0.056033,3.048932,0.619365,0.547541,0.537748,0.539889,0.232778,0.284130,0.267976,0.266029,0.225929,0.238253,0.240108,0.279765,0.018967,0.005853,0.014327,0.020727,0.017905,0.010005,0.022623,0.002035,0.007831,0.025651,0.027053,0.011630,0.009488,happy
0.076105,0.015854,3.076407,0.187025,0.201967,0.607717,0.011117,0.087986,-32.694499,1.180148,-0.296196,-0.466354,-0.448329,-0.240541,-0.194710,-0.238137,0.232767,0.197286,0.382570,0.106175,-0.196819,0.006304,0.008068,0.016464,0.006648,0.002335,0.005188,0.035844,0.001407,0.016560,0.030456,0.007795,0.003863,0.025224,0.040350,0.013733,0.274931,0.048216,0.028407,0.303869,0.009898,0.062638,2.256108,0.670315,0.506410,0.330302,0.392365,0.375368,0.346099,0.385227,0.229855,0.327879,0.286373,0.235069,0.196485,0.009137,0.012528,0.021154,0.012581,0.003288,0.012126,0.015159,0.002014,0.019564,0.038255,0.008745,0.005985,0.012052,happy
